;Catchment 1;;;Catchment 2;;;Catchment 3;;
Date;P;EP;Q;P;EP;Q;P;ETP;Q
;[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d];[mm/d]
12/01/2011;0;0;1,09;0;0;1,09;0;0;1,09
13/01/2011;0;0,4;0,83;0;0,56;0,83;0;0,76;0,83
14/01/2011;6,5;0,4;0,84;4,55;0,56;0,84;3,25;0,76;0,84
15/01/2011;0,5;0,2;0,84;0,35;0,28;0,84;0,25;0,38;0,84
16/01/2011;8;0,5;0,84;5,6;0,7;0,84;4;0,95;0,84
17/01/2011;2;0,5;0,84;1,4;0,7;0,84;1;0,95;0,84
18/01/2011;0;0,4;0,84;0;0,56;0,84;0;0,76;0,84
19/01/2011;0,5;0;0,84;0,35;0;0,84;0,25;0;0,84
20/01/2011;0;0,1;0,78;0;0,14;0,78;0;0,19;0,78
21/01/2011;0;0;0,75;0;0;0,75;0;0;0,75
22/01/2011;0,5;0,1;0,75;0,35;0,14;0,75;0,25;0,19;0,75
23/01/2011;0;0,4;0,75;0;0,56;0,75;0;0,76;0,75
24/01/2011;0;0,7;0,75;0;0,98;0,75;0;1,33;0,75
25/01/2011;3,5;0,2;0,75;2,45;0,28;0,75;1,75;0,38;0,75
26/01/2011;0;0,4;0,75;0;0,56;0,75;0;0,76;0,75
27/01/2011;0;1,1;0,75;0;1,54;0,75;0;2,09;0,75
28/01/2011;0;0,7;0,75;0;0,98;0,75;0;1,33;0,75
29/01/2011;0;0,6;0,75;0;0,84;0,75;0;1,14;0,75
30/01/2011;0;0,6;0,75;0;0,84;0,75;0;1,14;0,75
31/01/2011;0;0,1;0,75;0;0,14;0,75;0;0,19;0,75
01/02/2011;1;0,1;0,74;0,7;0,14;0,74;0,5;0,19;0,74
02/02/2011;3,5;0,2;0,73;2,45;0,28;0,73;1,75;0,38;0,73
03/02/2011;0,5;0,2;0,74;0,35;0,28;0,74;0,25;0,38;0,74
04/02/2011;0;0,6;0,75;0;0,84;0,75;0;1,14;0,75
05/02/2011;0;0,9;0,75;0;1,26;0,75;0;1,71;0,75
06/02/2011;0;0,9;0,79;0;1,26;0,79;0;1,71;0,79
07/02/2011;1,5;0,6;0,81;1,05;0,84;0,81;0,75;1,14;0,81
08/02/2011;0,5;0,5;0,81;0,35;0,7;0,81;0,25;0,95;0,81
09/02/2011;4;0,4;0,81;2,8;0,56;0,81;2;0,76;0,81
10/02/2011;7,5;0,3;0,68;5,25;0,42;0,68;3,75;0,57;0,68
11/02/2011;3;0,6;0,66;2,1;0,84;0,66;1,5;1,14;0,66
12/02/2011;4;0,4;0,68;2,8;0,56;0,68;2;0,76;0,68
13/02/2011;25;0,4;0,63;17,5;0,56;0,63;12,5;0,76;0,63
14/02/2011;15,5;0,4;1,41;10,85;0,56;1,41;7,75;0,76;1,41
15/02/2011;7,5;0,9;1,16;5,25;1,26;1,16;3,75;1,71;1,16
16/02/2011;26,5;0,4;1,24;18,55;0,56;1,24;13,25;0,76;1,24
17/02/2011;0,5;0,8;1,84;0,35;1,12;1,84;0,25;1,52;1,84
18/02/2011;24,5;0,4;1,97;17,15;0,56;1,97;12,25;0,76;1,97
19/02/2011;0;0,8;2,44;0;1,12;2,44;0;1,52;2,44
20/02/2011;0,5;0,5;1,53;0,35;0,7;1,53;0,25;0,95;1,53
21/02/2011;6,5;0,2;1,26;4,55;0,28;1,26;3,25;0,38;1,26
22/02/2011;7;0,4;1,33;4,9;0,56;1,33;3,5;0,76;1,33
23/02/2011;2;0,4;1,42;1,4;0,56;1,42;1;0,76;1,42
24/02/2011;1;0,8;1,36;0,7;1,12;1,36;0,5;1,52;1,36
25/02/2011;4;0,6;1,35;2,8;0,84;1,35;2;1,14;1,35
26/02/2011;0,5;1,5;1,32;0,35;2,1;1,32;0,25;2,85;1,32
27/02/2011;3,5;1,3;1,39;2,45;1,82;1,39;1,75;2,47;1,39
28/02/2011;0;1,3;1,33;0;1,82;1,33;0;2,47;1,33
01/03/2011;0;1,1;1,29;0;1,54;1,29;0;2,09;1,29
02/03/2011;0;1,5;1,28;0;2,1;1,28;0;2,85;1,28
03/03/2011;0;1,8;1,26;0;2,52;1,26;0;3,42;1,26
04/03/2011;0;1,3;1,28;0;1,82;1,28;0;2,47;1,28
05/03/2011;0;1,3;1,28;0;1,82;1,28;0;2,47;1,28
06/03/2011;0;1,4;1,28;0;1,96;1,28;0;2,66;1,28
07/03/2011;0;1,4;1,26;0;1,96;1,26;0;2,66;1,26
08/03/2011;0;1;1,28;0;1,4;1,28;0;1,9;1,28
09/03/2011;0,5;0,9;1,25;0,35;1,26;1,25;0,25;1,71;1,25
10/03/2011;0;0,8;1,22;0;1,12;1,22;0;1,52;1,22
11/03/2011;0;1,3;1,21;0;1,82;1,21;0;2,47;1,21
12/03/2011;2;0,6;1,2;1,4;0,84;1,2;1;1,14;1,2
13/03/2011;0;1,5;1,2;0;2,1;1,2;0;2,85;1,2
14/03/2011;2;0,8;1,2;1,4;1,12;1,2;1;1,52;1,2
15/03/2011;0,5;1,5;1,15;0,35;2,1;1,15;0,25;2,85;1,15
16/03/2011;0;2,1;1,05;0;2,94;1,05;0;3,99;1,05
17/03/2011;1;1,8;0,93;0,7;2,52;0,93;0,5;3,42;0,93
18/03/2011;0,5;1;0,93;0,35;1,4;0,93;0,25;1,9;0,93
19/03/2011;0;2;0,93;0;2,8;0,93;0;3,8;0,93
20/03/2011;0;1,6;0,85;0;2,24;0,85;0;3,04;0,85
21/03/2011;0;2,1;0,78;0;2,94;0,78;0;3,99;0,78
22/03/2011;0;2,6;0,78;0;3,64;0,78;0;4,94;0,78
23/03/2011;0;2,6;0,76;0;3,64;0,76;0;4,94;0,76
24/03/2011;0;2,8;0,74;0;3,92;0,74;0;5,32;0,74
25/03/2011;0;1,9;0,72;0;2,66;0,72;0;3,61;0,72
26/03/2011;0;1,9;0,7;0;2,66;0,7;0;3,61;0,7
27/03/2011;11;1,3;0,67;7,7;1,82;0,67;5,5;2,47;0,67
28/03/2011;0,5;0,7;0,7;0,35;0,98;0,7;0,25;1,33;0,7
29/03/2011;1;1,9;0,71;0,7;2,66;0,71;0,5;3,61;0,71
30/03/2011;10;0,1;0,66;7;0,14;0,66;5;0,19;0,66
31/03/2011;1;0,6;0,7;0,7;0,84;0,7;0,5;1,14;0,7
01/04/2011;0;2,1;0,72;0;2,94;0,72;0;3,99;0,72
02/04/2011;0;1,8;0,63;0;2,52;0,63;0;3,42;0,63
03/04/2011;0;1,9;0,62;0;2,66;0,62;0;3,61;0,62
04/04/2011;0;1,9;0,58;0;2,66;0,58;0;3,61;0,58
05/04/2011;0;2,1;0,56;0;2,94;0,56;0;3,99;0,56
06/04/2011;0,5;3;0,53;0,35;4,2;0,53;0,25;5,7;0,53
07/04/2011;0;3;0,51;0;4,2;0,51;0;5,7;0,51
08/04/2011;0;3,4;0,49;0;4,76;0,49;0;6,46;0,49
09/04/2011;0;3,4;0,48;0;4,76;0,48;0;6,46;0,48
10/04/2011;0;2,8;0,47;0;3,92;0,47;0;5,32;0,47
11/04/2011;0;2;0,46;0;2,8;0,46;0;3,8;0,46
12/04/2011;0;3,3;0,45;0;4,62;0,45;0;6,27;0,45
13/04/2011;0;1,5;0,43;0;2,1;0,43;0;2,85;0,43
14/04/2011;0;1,9;0,43;0;2,66;0,43;0;3,61;0,43
15/04/2011;0;2;0,43;0;2,8;0,43;0;3,8;0,43
16/04/2011;0;2,9;0,42;0;4,06;0,42;0;5,51;0,42
17/04/2011;0;3,4;0,4;0;4,76;0,4;0;6,46;0,4
18/04/2011;0;3,6;0,37;0;5,04;0,37;0;6,84;0,37
19/04/2011;0;2,7;0,36;0;3,78;0,36;0;5,13;0,36
20/04/2011;0;3,9;0,36;0;5,46;0,36;0;7,41;0,36
21/04/2011;0;3,2;0,34;0;4,48;0,34;0;6,08;0,34
22/04/2011;0;3,6;0,33;0;5,04;0,33;0;6,84;0,33
23/04/2011;0;3,6;0,32;0;5,04;0,32;0;6,84;0,32
24/04/2011;0;4,2;0,3;0;5,88;0,3;0;7,98;0,3
25/04/2011;0;4,4;0,35;0;6,16;0,35;0;8,36;0,35
26/04/2011;0;4,4;0,54;0;6,16;0,54;0;8,36;0,54
27/04/2011;0;4,6;0,61;0;6,44;0,61;0;8,74;0,61
28/04/2011;0;4,2;0,43;0;5,88;0,43;0;7,98;0,43
29/04/2011;0;1,9;0,27;0;2,66;0,27;0;3,61;0,27
30/04/2011;0;3;0,26;0;4,2;0,26;0;5,7;0,26
01/05/2011;0;2,9;0,25;0;4,06;0,25;0;5,51;0,25
02/05/2011;10,5;1,9;0,24;7,35;2,66;0,24;5,25;3,61;0,24
03/05/2011;0;1,8;0,35;0;2,52;0,35;0;3,42;0,35
04/05/2011;0;2,9;0,33;0;4,06;0,33;0;5,51;0,33
05/05/2011;0,5;3,2;0,32;0,35;4,48;0,32;0,25;6,08;0,32
06/05/2011;3,5;2,5;0,31;2,45;3,5;0,31;1,75;4,75;0,31
07/05/2011;4;2,6;0,28;2,8;3,64;0,28;2;4,94;0,28
08/05/2011;3;3,5;0,27;2,1;4,9;0,27;1,5;6,65;0,27
09/05/2011;0;3,2;0,23;0;4,48;0,23;0;6,08;0,23
10/05/2011;0;3,8;0,19;0;5,32;0,19;0;7,22;0,19
11/05/2011;0;3,7;0,19;0;5,18;0,19;0;7,03;0,19
12/05/2011;0,5;3,4;0,18;0,35;4,76;0,18;0,25;6,46;0,18
13/05/2011;0;3,8;0,16;0;5,32;0,16;0;7,22;0,16
14/05/2011;0;3,8;0,16;0;5,32;0,16;0;7,22;0,16
15/05/2011;0;4;0,27;0;5,6;0,27;0;7,6;0,27
16/05/2011;0;3,1;0,43;0;4,34;0,43;0;5,89;0,43
17/05/2011;0;3,6;0,43;0;5,04;0,43;0;6,84;0,43
18/05/2011;0;3,3;0,14;0;4,62;0,14;0;6,27;0,14
19/05/2011;0;4,9;0,14;0;6,86;0,14;0;9,31;0,14
20/05/2011;0;4,5;0,12;0;6,3;0,12;0;8,55;0,12
21/05/2011;0,5;4,3;0,11;0,35;6,02;0,11;0,25;8,17;0,11
22/05/2011;0;4,1;0,1;0;5,74;0,1;0;7,79;0,1
23/05/2011;0;3,6;0,1;0;5,04;0,1;0;6,84;0,1
24/05/2011;0;4,2;0,1;0;5,88;0,1;0;7,98;0,1
25/05/2011;0;4,2;0,1;0;5,88;0,1;0;7,98;0,1
26/05/2011;0,5;3,1;0,09;0,35;4,34;0,09;0,25;5,89;0,09
27/05/2011;0;4,5;0,1;0;6,3;0,1;0;8,55;0,1
28/05/2011;0;2,3;0,09;0;3,22;0,09;0;4,37;0,09
29/05/2011;0;2,1;0,08;0;2,94;0,08;0;3,99;0,08
30/05/2011;0;2;0,08;0;2,8;0,08;0;3,8;0,08
31/05/2011;0;4,7;0,08;0;6,58;0,08;0;8,93;0,08
01/06/2011;0;3,4;0,09;0;4,76;0,09;0;6,46;0,09
02/06/2011;0;5,6;0,07;0;7,84;0,07;0;10,64;0,07
03/06/2011;0;6,2;0,07;0;8,68;0,07;0;11,78;0,07
04/06/2011;0;6;0,08;0;8,4;0,08;0;11,4;0,08
05/06/2011;0;3;0,07;0;4,2;0,07;0;5,7;0,07
06/06/2011;0;2,6;0,1;0;3,64;0,1;0;4,94;0,1
07/06/2011;1;2,7;0,1;0,7;3,78;0,1;0,5;5,13;0,1
08/06/2011;0;3,7;0,1;0;5,18;0,1;0;7,03;0,1
09/06/2011;0;3,9;0,11;0;5,46;0,11;0;7,41;0,11
10/06/2011;2,5;4;0,09;1,75;5,6;0,09;1,25;7,6;0,09
11/06/2011;7,5;3,6;0,09;5,25;5,04;0,09;3,75;6,84;0,09
12/06/2011;18;0,8;0,09;12,6;1,12;0,09;9;1,52;0,09
13/06/2011;1,5;2;0,2;1,05;2,8;0,2;0,75;3,8;0,2
14/06/2011;2,5;2,8;0,08;1,75;3,92;0,08;1,25;5,32;0,08
15/06/2011;5;2,7;0,07;3,5;3,78;0,07;2,5;5,13;0,07
16/06/2011;3;4,2;0,08;2,1;5,88;0,08;1,5;7,98;0,08
17/06/2011;9,5;1,8;0,05;6,65;2,52;0,05;4,75;3,42;0,05
18/06/2011;0,5;3,9;0,09;0,35;5,46;0,09;0,25;7,41;0,09
19/06/2011;12,5;1,6;0,06;8,75;2,24;0,06;6,25;3,04;0,06
20/06/2011;6,5;1,6;0,11;4,55;2,24;0,11;3,25;3,04;0,11
21/06/2011;1,5;2,9;0,08;1,05;4,06;0,08;0,75;5,51;0,08
22/06/2011;1;3,7;0,07;0,7;5,18;0,07;0,5;7,03;0,07
23/06/2011;0,5;3,9;0,05;0,35;5,46;0,05;0,25;7,41;0,05
24/06/2011;0;3,5;0,04;0;4,9;0,04;0;6,65;0,04
25/06/2011;0;5,2;0,04;0;7,28;0,04;0;9,88;0,04
26/06/2011;0;6,1;0,03;0;8,54;0,03;0;11,59;0,03
27/06/2011;0;4,4;0,03;0;6,16;0,03;0;8,36;0,03
28/06/2011;0;4,4;0,02;0;6,16;0,02;0;8,36;0,02
29/06/2011;0;4,6;0,02;0;6,44;0,02;0;8,74;0,02
30/06/2011;0;4;0,02;0;5,6;0,02;0;7,6;0,02
01/07/2011;0;4,5;0,02;0;6,3;0,02;0;8,55;0,02
02/07/2011;0;5,5;0,02;0;7,7;0,02;0;10,45;0,02
03/07/2011;0;5,8;0,02;0;8,12;0,02;0;11,02;0,02
04/07/2011;0;5,1;0,01;0;7,14;0,01;0;9,69;0,01
05/07/2011;16;2,2;0;11,2;3,08;0;8;4,18;0
06/07/2011;2;3,6;0,02;1,4;5,04;0,02;1;6,84;0,02
07/07/2011;14;3,1;0,01;9,8;4,34;0,01;7;5,89;0,01
08/07/2011;7,5;2;0,02;5,25;2,8;0,02;3,75;3,8;0,02
09/07/2011;0;2,9;0,06;0;4,06;0,06;0;5,51;0,06
10/07/2011;0;3,1;0,04;0;4,34;0,04;0;5,89;0,04
11/07/2011;1;4,2;0,03;0,7;5,88;0,03;0,5;7,98;0,03
12/07/2011;0;2,1;0,01;0;2,94;0,01;0;3,99;0,01
13/07/2011;0;5,3;0,01;0;7,42;0,01;0;10,07;0,01
14/07/2011;0;4,3;0;0;6,02;0;0;8,17;0
15/07/2011;8;2,1;0;5,6;2,94;0;4;3,99;0
16/07/2011;7;1,4;0;4,9;1,96;0;3,5;2,66;0
17/07/2011;6,5;2,2;0,02;4,55;3,08;0,02;3,25;4,18;0,02
18/07/2011;2;2,6;0,01;1,4;3,64;0,01;1;4,94;0,01
19/07/2011;2;2,3;0,01;1,4;3,22;0,01;1;4,37;0,01
20/07/2011;5;1,9;0,01;3,5;2,66;0,01;2,5;3,61;0,01
21/07/2011;0;4;0,01;0;5,6;0,01;0;7,6;0,01
22/07/2011;0;3,9;0,01;0;5,46;0,01;0;7,41;0,01
23/07/2011;0,5;4,3;0;0,35;6,02;0;0,25;8,17;0
24/07/2011;1,5;2;0;1,05;2,8;0;0,75;3,8;0
25/07/2011;0;2;0;0;2,8;0;0;3,8;0
26/07/2011;0;4,3;0;0;6,02;0;0;8,17;0
27/07/2011;0;3,9;0;0;5,46;0;0;7,41;0
28/07/2011;0;3,8;0;0;5,32;0;0;7,22;0
29/07/2011;0;4,5;0;0;6,3;0;0;8,55;0
30/07/2011;0;4,9;0;0;6,86;0;0;9,31;0
31/07/2011;0,5;2,4;0;0,35;3,36;0;0,25;4,56;0
01/08/2011;0,5;3,4;0;0,35;4,76;0;0,25;6,46;0
02/08/2011;0;3,9;0;0;5,46;0;0;7,41;0
03/08/2011;24;3,2;0;16,8;4,48;0;12;6,08;0
04/08/2011;7;3,3;0;4,9;4,62;0;3,5;6,27;0
05/08/2011;0;4;0,12;0;5,6;0,12;0;7,6;0,12
06/08/2011;3,5;2,1;0;2,45;2,94;0;1,75;3,99;0
07/08/2011;9;2,6;0;6,3;3,64;0;4,5;4,94;0
08/08/2011;0,5;4,2;0;0,35;5,88;0;0,25;7,98;0
09/08/2011;0;4;0;0;5,6;0;0;7,6;0
10/08/2011;0,5;3,5;0;0,35;4,9;0;0,25;6,65;0
11/08/2011;3;1,3;0;2,1;1,82;0;1,5;2,47;0
12/08/2011;7;2,7;0;4,9;3,78;0;3,5;5,13;0
13/08/2011;12,5;1;0;8,75;1,4;0;6,25;1,9;0
14/08/2011;0;2,7;0,01;0;3,78;0,01;0;5,13;0,01
15/08/2011;0;3,2;0;0;4,48;0;0;6,08;0
16/08/2011;0,5;3;0;0,35;4,2;0;0,25;5,7;0
17/08/2011;0;4;0;0;5,6;0;0;7,6;0
18/08/2011;0;1,9;0;0;2,66;0;0;3,61;0
19/08/2011;0;3,7;0;0;5,18;0;0;7,03;0
20/08/2011;0;3,2;0;0;4,48;0;0;6,08;0
21/08/2011;2;2,8;0;1,4;3,92;0;1;5,32;0
22/08/2011;8;2,5;0;5,6;3,5;0;4;4,75;0
23/08/2011;0;2,2;0;0;3,08;0;0;4,18;0
24/08/2011;2,5;2,2;0;1,75;3,08;0;1,25;4,18;0
25/08/2011;3;2;0;2,1;2,8;0;1,5;3,8;0
26/08/2011;3,5;2,5;0;2,45;3,5;0;1,75;4,75;0
27/08/2011;0;2,5;0;0;3,5;0;0;4,75;0
28/08/2011;0;2,3;0;0;3,22;0;0;4,37;0
29/08/2011;0;2,5;0;0;3,5;0;0;4,75;0
30/08/2011;0;2,8;0;0;3,92;0;0;5,32;0
31/08/2011;0,5;3,3;0;0,35;4,62;0;0,25;6,27;0
01/09/2011;0;2,8;0;0;3,92;0;0;5,32;0
02/09/2011;0;3,4;0;0;4,76;0;0;6,46;0
03/09/2011;2,5;1,9;0;1,75;2,66;0;1,25;3,61;0
04/09/2011;2,5;2,7;0;1,75;3,78;0;1,25;5,13;0
05/09/2011;0;2,6;0;0;3,64;0;0;4,94;0
06/09/2011;6,5;1,7;0;4,55;2,38;0;3,25;3,23;0
07/09/2011;0,5;2,4;0;0,35;3,36;0;0,25;4,56;0
08/09/2011;2;0,7;0;1,4;0,98;0;1;1,33;0
09/09/2011;0,5;1,4;0;0,35;1,96;0;0,25;2,66;0
10/09/2011;11;1,7;0;7,7;2,38;0;5,5;3,23;0
11/09/2011;1,5;2,2;0;1,05;3,08;0;0,75;4,18;0
12/09/2011;0;2,2;0;0;3,08;0;0;4,18;0
13/09/2011;0;2,5;0;0;3,5;0;0;4,75;0
14/09/2011;0,5;1,8;0;0,35;2,52;0;0,25;3,42;0
15/09/2011;0;2,6;0;0;3,64;0;0;4,94;0
16/09/2011;0,5;2,3;0;0,35;3,22;0;0,25;4,37;0
17/09/2011;4;1,3;0;2,8;1,82;0;2;2,47;0
18/09/2011;1;2,1;0;0,7;2,94;0;0,5;3,99;0
19/09/2011;0;1,3;0;0;1,82;0;0;2,47;0
20/09/2011;0;1,5;0;0;2,1;0;0;2,85;0
21/09/2011;0;1,7;0;0;2,38;0;0;3,23;0
22/09/2011;0;1,6;0;0;2,24;0;0;3,04;0
23/09/2011;0;1,9;0;0;2,66;0;0;3,61;0
24/09/2011;0;1,6;0;0;2,24;0;0;3,04;0
25/09/2011;0,5;1,4;0;0,35;1,96;0;0,25;2,66;0
26/09/2011;0,5;1,4;0;0,35;1,96;0;0,25;2,66;0
27/09/2011;0;2;0;0;2,8;0;0;3,8;0
28/09/2011;0;2,4;0;0;3,36;0;0;4,56;0
29/09/2011;0;2,2;0;0;3,08;0;0;4,18;0
30/09/2011;0;2,3;0;0;3,22;0;0;4,37;0
01/10/2011;0;2,2;0;0;3,08;0;0;4,18;0
02/10/2011;0,5;2;0;0,35;2,8;0;0,25;3,8;0
03/10/2011;0;1,3;0;0;1,82;0;0;2,47;0
04/10/2011;0;1,2;0;0;1,68;0;0;2,28;0
05/10/2011;2;1,3;0;1,4;1,82;0;1;2,47;0
06/10/2011;1;2;0;0,7;2,8;0;0,5;3,8;0
07/10/2011;0;2,1;0;0;2,94;0;0;3,99;0
08/10/2011;0;1,1;0;0;1,54;0;0;2,09;0
09/10/2011;0,5;0,9;0;0,35;1,26;0;0,25;1,71;0
10/10/2011;0;1;0;0;1,4;0;0;1,9;0
11/10/2011;0,5;0,9;0;0,35;1,26;0;0,25;1,71;0
12/10/2011;0;1;0;0;1,4;0;0;1,9;0
13/10/2011;0;1,2;0;0;1,68;0;0;2,28;0
14/10/2011;0;1,1;0;0;1,54;0;0;2,09;0
15/10/2011;0,5;1,1;0;0,35;1,54;0;0,25;2,09;0
16/10/2011;0;0,9;0;0;1,26;0;0;1,71;0
17/10/2011;0,5;0,9;0;0,35;1,26;0;0,25;1,71;0
18/10/2011;1;1;0;0,7;1,4;0;0,5;1,9;0
19/10/2011;0,5;1;0;0,35;1,4;0;0,25;1,9;0
20/10/2011;0;0,7;0;0;0,98;0;0;1,33;0
21/10/2011;0;0,8;0;0;1,12;0;0;1,52;0
22/10/2011;0;0,8;0;0;1,12;0;0;1,52;0
23/10/2011;11,5;1;0;8,05;1,4;0;5,75;1,9;0
24/10/2011;18;0,7;0;12,6;0,98;0;9;1,33;0
25/10/2011;5;0,7;0;3,5;0,98;0;2,5;1,33;0
26/10/2011;21;0,6;0;14,7;0,84;0;10,5;1,14;0
27/10/2011;24;0,8;0;16,8;1,12;0;12;1,52;0
28/10/2011;0;0,9;0,21;0;1,26;0,21;0;1,71;0,21
29/10/2011;0,5;0,5;0;0,35;0,7;0;0,25;0,95;0
30/10/2011;1;0,5;0;0,7;0,7;0;0,5;0,95;0
31/10/2011;4;0,8;0;2,8;1,12;0;2;1,52;0
01/11/2011;0,5;0,6;0;0,35;0,84;0;0,25;1,14;0
02/11/2011;3;0,7;0;2,1;0,98;0;1,5;1,33;0
03/11/2011;1,5;0,9;0;1,05;1,26;0;0,75;1,71;0
04/11/2011;4;0,5;0;2,8;0,7;0;2;0,95;0
05/11/2011;0;0,9;0;0;1,26;0;0;1,71;0
06/11/2011;0;1;0;0;1,4;0;0;1,9;0
07/11/2011;0;0,4;0;0;0,56;0;0;0,76;0
08/11/2011;0,5;0,5;0;0,35;0,7;0;0,25;0,95;0
09/11/2011;7;0,7;0;4,9;0,98;0;3,5;1,33;0
10/11/2011;0;0,3;0;0;0,42;0;0;0,57;0
11/11/2011;4,5;0,5;0;3,15;0,7;0;2,25;0,95;0
12/11/2011;0;0,3;0;0;0,42;0;0;0,57;0
13/11/2011;0;0,8;0;0;1,12;0;0;1,52;0
14/11/2011;0;0,7;0;0;0,98;0;0;1,33;0
15/11/2011;3,5;0,4;0;2,45;0,56;0;1,75;0,76;0
16/11/2011;9;0,4;0;6,3;0,56;0;4,5;0,76;0
17/11/2011;0;0,2;0;0;0,28;0;0;0,38;0
18/11/2011;0,5;0,5;0;0,35;0,7;0;0,25;0,95;0
19/11/2011;0;0,3;0;0;0,42;0;0;0,57;0
20/11/2011;0;0,1;0;0;0,14;0;0;0,19;0
21/11/2011;0,5;0,2;0;0,35;0,28;0;0,25;0,38;0
22/11/2011;0;0,5;0;0;0,7;0;0;0,95;0
23/11/2011;0;0;0;0;0;0;0;0;0
24/11/2011;0;0;0;0;0;0;0;0;0
25/11/2011;1,5;0,3;0;1,05;0,42;0;0,75;0,57;0
26/11/2011;0;0;0;0;0;0;0;0;0
27/11/2011;1;0,4;0;0,7;0,56;0;0,5;0,76;0
28/11/2011;1;0,2;0;0,7;0,28;0;0,5;0,38;0
29/11/2011;4;0,9;0;2,8;1,26;0;2;1,71;0
30/11/2011;10;0;0;7;0;0;5;0;0
01/12/2011;29;0,3;0;20,3;0,42;0;14,5;0,57;0
02/12/2011;4,5;0;0,43;3,15;0;0,43;2,25;0;0,43
03/12/2011;9;0;0,01;6,3;0;0,01;4,5;0;0,01
04/12/2011;13,5;0,7;0,02;9,45;0,98;0,02;6,75;1,33;0,02
05/12/2011;4,5;0,2;0,2;3,15;0,28;0,2;2,25;0,38;0,2
06/12/2011;6,5;0,4;0,02;4,55;0,56;0,02;3,25;0,76;0,02
07/12/2011;1;0,8;0,01;0,7;1,12;0,01;0,5;1,52;0,01
08/12/2011;5;0,4;0,02;3,5;0,56;0,02;2,5;0,76;0,02
09/12/2011;6,5;0,1;0;4,55;0,14;0;3,25;0,19;0
10/12/2011;0;0;0,07;0;0;0,07;0;0;0,07
11/12/2011;9,5;0;0,03;6,65;0;0,03;4,75;0;0,03
12/12/2011;23;0,3;0,07;16,1;0,42;0,07;11,5;0,57;0,07
13/12/2011;6,5;0,5;0,26;4,55;0,7;0,26;3,25;0,95;0,26
14/12/2011;9,5;0,9;1,2;6,65;1,26;1,2;4,75;1,71;1,2
15/12/2011;60;0,7;0,96;42;0,98;0,96;30;1,33;0,96
16/12/2011;14;0,4;3,9;9,8;0,56;3,9;7;0,76;3,9
17/12/2011;2;0,6;7,29;1,4;0,84;7,29;1;1,14;7,29
18/12/2011;6,5;0;5,89;4,55;0;5,89;3,25;0;5,89
19/12/2011;6,5;0,1;4,94;4,55;0,14;4,94;3,25;0,19;4,94
20/12/2011;0,5;0,3;5,24;0,35;0,42;5,24;0,25;0,57;5,24
21/12/2011;0;0;2,62;0;0;2,62;0;0;2,62
22/12/2011;0,5;0,4;0,41;0,35;0,56;0,41;0,25;0,76;0,41
23/12/2011;4;0,8;0,4;2,8;1,12;0,4;2;1,52;0,4
24/12/2011;1,5;0;0,65;1,05;0;0,65;0,75;0;0,65
25/12/2011;0;0,3;0,99;0;0,42;0,99;0;0,57;0,99
26/12/2011;0;0,3;1,03;0;0,42;1,03;0;0,57;1,03
27/12/2011;0,5;0;1,03;0,35;0;1,03;0,25;0;1,03
28/12/2011;2,5;0,5;0,83;1,75;0,7;0,83;1,25;0,95;0,83
29/12/2011;3;0,3;0,52;2,1;0,42;0,52;1,5;0,57;0,52
30/12/2011;7,5;0,2;0,35;5,25;0,28;0,35;3,75;0,38;0,35
31/12/2011;7;0,2;0,39;4,9;0,28;0,39;3,5;0,38;0,39
01/01/2012;23;0,2;0,48;16,1;0,28;0,48;11,5;0,38;0,48
02/01/2012;4;0,3;0,99;2,8;0,42;0,99;2;0,57;0,99
03/01/2012;14;0,4;0,74;9,8;0,56;0,74;7;0,76;0,74
04/01/2012;0;0,9;1,02;0;1,26;1,02;0;1,71;1,02
05/01/2012;2;1,2;0,76;1,4;1,68;0,76;1;2,28;0,76
06/01/2012;0,5;0,2;0,98;0,35;0,28;0,98;0,25;0,38;0,98
07/01/2012;0,5;0,4;0,86;0,35;0,56;0,86;0,25;0,76;0,86
08/01/2012;0;0,5;0,66;0;0,7;0,66;0;0,95;0,66
09/01/2012;0;0,2;0,67;0;0,28;0,67;0;0,38;0,67
10/01/2012;0;0,2;0,6;0;0,28;0,6;0;0,38;0,6
11/01/2012;0;0,5;0,59;0;0,7;0,59;0;0,95;0,59
12/01/2012;0;0;0,58;0;0;0,58;0;0;0,58
13/01/2012;0;0,4;0,57;0;0,56;0,57;0;0,76;0,57
14/01/2012;0;0,1;0,56;0;0,14;0,56;0;0,19;0,56
15/01/2012;0,5;0,5;0,56;0,35;0,7;0,56;0,25;0,95;0,56
16/01/2012;0;0;0,57;0;0;0,57;0;0;0,57
17/01/2012;2;0,1;0,57;1,4;0,14;0,57;1;0,19;0,57
18/01/2012;1;0;0,55;0,7;0;0,55;0,5;0;0,55
19/01/2012;2;0,7;0,56;1,4;0,98;0,56;1;1,33;0,56
20/01/2012;0;0,5;0,55;0;0,7;0,55;0;0,95;0,55
21/01/2012;1;0,6;0,55;0,7;0,84;0,55;0,5;1,14;0,55
22/01/2012;0,5;0,6;0,55;0,35;0,84;0,55;0,25;1,14;0,55
23/01/2012;0,5;0,6;0,53;0,35;0,84;0,53;0,25;1,14;0,53
24/01/2012;0,5;0,4;0,52;0,35;0,56;0,52;0,25;0,76;0,52
